"(PDH-CSV 4.0) (GMT Standard Time)(0)","\\WILLS-DESKTOP\Memory\Available MBytes","\\WILLS-DESKTOP\Process(cmd)\Creating Process ID"
"03/04/2018 16:10:15.744","26382","11160"
"03/04/2018 16:10:20.745","26381","11160"
"03/04/2018 16:10:25.746","26381","11160"
"03/04/2018 16:10:30.767","26379","11160"
"03/04/2018 16:10:40.440","26377","11160"
"03/04/2018 16:10:40.743","26377","11160"
"03/04/2018 16:10:45.749","26376","11160"
"03/04/2018 16:10:50.750","26374","11160"
"03/04/2018 16:10:55.742","26373","11160"
"03/04/2018 16:11:06.565","26328","11160"
"03/04/2018 16:11:10.738","26360","11160"
"03/04/2018 16:11:15.740","26359","11160"
"03/04/2018 16:11:20.741","26358","11160"
"03/04/2018 16:11:31.502","26355","11160"
"03/04/2018 16:11:35.744","26354","11160"
"03/04/2018 16:11:40.738","26353","11160"
"03/04/2018 16:11:45.739","26351","11160"
"03/04/2018 16:11:50.747","26351","11160"
"03/04/2018 16:12:01.190","26348","11160"
"03/04/2018 16:12:05.743","26365","11160"
"03/04/2018 16:12:10.745","26496","11160"
"03/04/2018 16:12:15.752","26477","11160"
"03/04/2018 16:12:20.738","26460","11160"
"03/04/2018 16:12:30.877","26449","11160"
"03/04/2018 16:12:35.739","26448","11160"
"03/04/2018 16:12:40.741","26469","11160"
"03/04/2018 16:12:45.743","26473","11160"
"03/04/2018 16:12:50.757","26471","11160"
"03/04/2018 16:13:00.737","26468","11160"
"03/04/2018 16:13:05.739","26880","11160"
"03/04/2018 16:13:10.743","27065","11160"
"03/04/2018 16:13:15.738","27355","11160"
"03/04/2018 16:13:20.767","26461","11160"
"03/04/2018 16:13:30.741","26668","11160"
"03/04/2018 16:13:35.749","26725","11160"
"03/04/2018 16:13:40.741","26933","11160"
"03/04/2018 16:13:45.743","27302","11160"
"03/04/2018 16:13:50.751","26895","11160"
"03/04/2018 16:13:55.738","26857","11160"
"03/04/2018 16:14:00.742","26840","11160"
"03/04/2018 16:14:05.745","26892","11160"
"03/04/2018 16:14:10.748","26831","11160"
"03/04/2018 16:14:15.741","26925","11160"
"03/04/2018 16:14:20.750","26905","11160"
"03/04/2018 16:14:25.749","26842","11160"
"03/04/2018 16:14:30.737","27142","11160"
"03/04/2018 16:14:35.743","26887","11160"
"03/04/2018 16:14:40.754","26807","11160"
"03/04/2018 16:14:45.745","26832","11160"
"03/04/2018 16:14:50.738","26746","11160"
"03/04/2018 16:14:55.741","27351","11160"
"03/04/2018 16:15:00.825","26916","11160"
"03/04/2018 16:15:05.750","26816","11160"
"03/04/2018 16:15:10.740","27080","11160"
"03/04/2018 16:15:15.743","26775","11160"
"03/04/2018 16:15:20.745","26708","11160"
"03/04/2018 16:15:25.738","26859","11160"
"03/04/2018 16:15:30.742","26900","11160"
"03/04/2018 16:15:35.747","27390","11160"
"03/04/2018 16:15:40.738","27429","11160"
