"(PDH-CSV 4.0) (GMT Standard Time)(0)","\\WILLS-DESKTOP\Memory\Available MBytes","\\WILLS-DESKTOP\Process(cmd)\Creating Process ID"
"03/06/2018 15:30:18.501","28763","14472"
"03/06/2018 15:30:23.490","29114","14472"
"03/06/2018 15:30:28.496","28696","14472"
"03/06/2018 15:30:33.501","28737","14472"
"03/06/2018 15:30:38.493","28704","14472"
"03/06/2018 15:30:43.500","28703","14472"
"03/06/2018 15:30:48.503","28739","14472"
"03/06/2018 15:30:53.493","28582","14472"
"03/06/2018 15:30:58.534","28719","14472"
"03/06/2018 15:31:03.490","28995","14472"
"03/06/2018 15:31:08.497","28604","14472"
"03/06/2018 15:31:13.490","28544","14472"
"03/06/2018 15:31:18.493","28730","14472"
"03/06/2018 15:31:23.490","28643","14472"
"03/06/2018 15:31:28.503","28747","14472"
"03/06/2018 15:31:33.498","29228","14472"
