"(PDH-CSV 4.0) (GMT Standard Time)(0)","\\WILLS-DESKTOP\Memory\Available MBytes","\\WILLS-DESKTOP\Process(cmd)\Creating Process ID"
"03/04/2018 12:24:55.428","25465","11160"
"03/04/2018 12:25:00.433","25465","11160"
"03/04/2018 12:25:05.436","25461","11160"
"03/04/2018 12:25:10.432","25374","11160"
"03/04/2018 12:25:15.427","25459","11160"
"03/04/2018 12:25:20.437","25469","11160"
"03/04/2018 12:25:25.431","25493","11160"
"03/04/2018 12:25:36.000","25491","11160"
"03/04/2018 12:25:40.427","25464","11160"
"03/04/2018 12:25:45.431","25432","11160"
"03/04/2018 12:25:50.438","25399","11160"
"03/04/2018 12:25:55.443","25367","11160"
"03/04/2018 12:26:05.878","25298","11160"
"03/04/2018 12:26:10.430","25268","11160"
"03/04/2018 12:26:15.435","25237","11160"
"03/04/2018 12:26:20.440","25202","11160"
"03/04/2018 12:26:25.429","25168","11160"
"03/04/2018 12:26:30.434","25128","11160"
"03/04/2018 12:26:35.439","25105","11160"
"03/04/2018 12:26:40.429","25069","11160"
"03/04/2018 12:26:51.003","24999","11160"
"03/04/2018 12:26:55.436","24969","11160"
"03/04/2018 12:27:00.425","24927","11160"
"03/04/2018 12:27:05.426","24882","11160"
"03/04/2018 12:27:10.432","24844","11160"
"03/04/2018 12:27:15.433","24802","11160"
"03/04/2018 12:27:20.451","24757","11160"
"03/04/2018 12:27:30.191","24686","11160"
"03/04/2018 12:27:30.429","24685","11160"
"03/04/2018 12:27:35.435","24667","11160"
"03/04/2018 12:27:40.430","24644","11160"
"03/04/2018 12:27:45.436","24622","11160"
"03/04/2018 12:27:50.425","24590","11160"
"03/04/2018 12:27:55.440","24559","11160"
"03/04/2018 12:28:05.815","24487","11160"
"03/04/2018 12:28:10.436","24456","11160"
"03/04/2018 12:28:15.433","24425","11160"
"03/04/2018 12:28:20.438","24393","11160"
"03/04/2018 12:28:25.427","24327","11160"
"03/04/2018 12:28:30.433","24325","11160"
"03/04/2018 12:28:35.434","24299","11160"
"03/04/2018 12:28:46.191","24226","11160"
"03/04/2018 12:28:50.436","24201","11160"
"03/04/2018 12:28:55.425","24167","11160"
"03/04/2018 12:29:00.432","24135","11160"
"03/04/2018 12:29:05.427","24102","11160"
"03/04/2018 12:29:10.432","24071","11160"
"03/04/2018 12:29:15.433","24035","11160"
"03/04/2018 12:29:25.378","23971","11160"
"03/04/2018 12:29:25.431","23971","11160"
"03/04/2018 12:29:30.427","23930","11160"
"03/04/2018 12:29:35.439","26514","11160"
"03/04/2018 12:29:40.430","26518","11160"
"03/04/2018 12:29:45.435","26267","11160"
"03/04/2018 12:29:50.439","26250","11160"
"03/04/2018 12:29:55.440","26239","11160"
"03/04/2018 12:30:00.430","26236","11160"
"03/04/2018 12:30:05.424","26239","11160"
"03/04/2018 12:30:10.431","26255","11160"
"03/04/2018 12:30:20.450","26358","11160"
"03/04/2018 12:30:25.425","26314","11160"
"03/04/2018 12:30:30.431","27933","11160"
"03/04/2018 12:30:35.436","28050","11160"
"03/04/2018 12:30:40.435","28125","11160"
