"(PDH-CSV 4.0) (GMT Daylight Time)(-60)","\\WILLS-DESKTOP\Memory\Available MBytes"
"04/24/2018 13:56:33.371","1327"
"04/24/2018 13:56:38.387","1328"
"04/24/2018 13:56:48.339","1327"
"04/24/2018 13:56:48.380","1324"
"04/24/2018 13:56:53.373","1328"
"04/24/2018 13:56:58.378","1327"
"04/24/2018 13:57:03.371","1327"
"04/24/2018 13:57:08.380","1324"
"04/24/2018 13:57:19.215","1328"
"04/24/2018 13:57:23.381","1328"
"04/24/2018 13:57:28.375","1312"
"04/24/2018 13:57:33.376","1316"
"04/24/2018 13:57:38.375","1326"
"04/24/2018 13:57:43.376","1323"
"04/24/2018 13:57:53.652","1328"
"04/24/2018 13:57:58.371","1328"
"04/24/2018 13:58:03.381","1328"
"04/24/2018 13:58:08.376","1328"
"04/24/2018 13:58:13.370","1327"
"04/24/2018 13:58:23.339","1326"
"04/24/2018 13:58:23.370","1326"
"04/24/2018 13:58:28.373","1328"
"04/24/2018 13:58:33.382","1328"
"04/24/2018 13:58:38.383","1328"
"04/24/2018 13:58:43.377","1327"
"04/24/2018 13:58:54.214","1327"
"04/24/2018 13:58:58.375","1326"
"04/24/2018 13:59:03.385","1328"
"04/24/2018 13:59:08.384","1328"
"04/24/2018 13:59:13.378","1326"
"04/24/2018 13:59:18.385","1327"
"04/24/2018 13:59:28.652","1328"
"04/24/2018 13:59:33.382","1326"
"04/24/2018 13:59:38.377","1327"
"04/24/2018 13:59:43.384","1326"
"04/24/2018 13:59:48.384","1327"
"04/24/2018 13:59:53.385","1327"
"04/24/2018 14:00:03.090","1328"
"04/24/2018 14:00:03.381","1327"
"04/24/2018 14:00:08.385","1321"
"04/24/2018 14:00:13.380","1327"
"04/24/2018 14:00:18.380","1326"
"04/24/2018 14:00:23.394","1328"
"04/24/2018 14:00:33.965","1328"
"04/24/2018 14:00:38.382","1326"
"04/24/2018 14:00:43.376","1328"
"04/24/2018 14:00:48.371","1328"
"04/24/2018 14:00:53.371","1314"
"04/24/2018 14:00:58.400","1328"
"04/24/2018 14:01:08.371","1318"
"04/24/2018 14:01:13.381","1319"
"04/24/2018 14:01:18.375","1324"
"04/24/2018 14:01:23.386","1320"
"04/24/2018 14:01:28.380","1319"
"04/24/2018 14:01:38.089","1323"
"04/24/2018 14:01:38.375","1321"
"04/24/2018 14:01:43.380","1321"
"04/24/2018 14:01:48.374","1322"
"04/24/2018 14:01:53.375","1322"
"04/24/2018 14:01:58.389","1321"
"04/24/2018 14:02:08.371","1327"
"04/24/2018 14:02:13.381","1327"
"04/24/2018 14:02:18.377","1327"
"04/24/2018 14:02:23.372","1324"
"04/24/2018 14:02:28.384","1320"
"04/24/2018 14:02:38.653","1326"
"04/24/2018 14:02:43.382","1321"
"04/24/2018 14:02:48.371","1321"
"04/24/2018 14:02:53.371","1319"
"04/24/2018 14:02:58.382","1318"
"04/24/2018 14:03:03.377","1319"
"04/24/2018 14:03:08.385","1317"
"04/24/2018 14:03:18.371","1319"
"04/24/2018 14:03:23.377","1319"
"04/24/2018 14:03:28.382","1320"
"04/24/2018 14:03:33.383","1315"
"04/24/2018 14:03:38.386","1319"
"04/24/2018 14:03:43.377","1319"
"04/24/2018 14:03:48.381","1321"
"04/24/2018 14:03:53.391","1325"
"04/24/2018 14:03:58.371","1319"
"04/24/2018 14:04:03.372","1319"
"04/24/2018 14:04:08.375","1294"
"04/24/2018 14:04:13.376","1326"
"04/24/2018 14:04:18.380","1322"
"04/24/2018 14:04:23.381","1326"
"04/24/2018 14:04:28.385","1326"
"04/24/2018 14:04:33.395","1326"
"04/24/2018 14:04:43.339","1326"
"04/24/2018 14:04:43.379","1326"
"04/24/2018 14:04:48.386","1326"
"04/24/2018 14:04:53.380","1326"
"04/24/2018 14:04:58.377","1324"
"04/24/2018 14:05:03.378","1326"
"04/24/2018 14:05:13.070","1326"
"04/24/2018 14:05:18.374","1326"
"04/24/2018 14:05:23.374","1325"
"04/24/2018 14:05:28.385","1325"
"04/24/2018 14:05:33.382","1326"
"04/24/2018 14:05:38.391","1325"
"04/24/2018 14:05:48.370","1326"
"04/24/2018 14:05:53.383","1326"
"04/24/2018 14:05:58.372","1324"
"04/24/2018 14:06:03.384","1326"
"04/24/2018 14:06:08.379","1322"
"04/24/2018 14:06:18.340","1319"
"04/24/2018 14:06:18.382","1319"
"04/24/2018 14:06:23.371","1326"
"04/24/2018 14:06:28.383","1326"
"04/24/2018 14:06:33.378","1325"
"04/24/2018 14:06:38.380","1323"
"04/24/2018 14:06:49.214","1328"
"04/24/2018 14:06:53.375","1329"
"04/24/2018 14:06:58.371","1328"
"04/24/2018 14:07:03.383","1323"
"04/24/2018 14:07:08.379","1325"
"04/24/2018 14:07:18.902","602"
"04/24/2018 14:07:23.383","1688"
"04/24/2018 14:07:28.379","2582"
"04/24/2018 14:07:33.375","3044"
"04/24/2018 14:07:38.376","5686"
"04/24/2018 14:07:43.378","6372"
"04/24/2018 14:07:48.379","7124"
"04/24/2018 14:07:53.375","8090"
"04/24/2018 14:07:58.371","9273"
"04/24/2018 14:08:03.384","9276"
"04/24/2018 14:08:08.370","9247"
"04/24/2018 14:08:13.381","9214"
"04/24/2018 14:08:18.381","9182"
"04/24/2018 14:08:23.377","9153"
"04/24/2018 14:08:28.373","9124"
"04/24/2018 14:08:33.385","9089"
"04/24/2018 14:08:38.380","9064"
"04/24/2018 14:08:43.377","9037"
"04/24/2018 14:08:48.374","9013"
"04/24/2018 14:08:53.385","8985"
"04/24/2018 14:08:58.382","8958"
"04/24/2018 14:09:03.378","8930"
"04/24/2018 14:09:08.379","8904"
"04/24/2018 14:09:13.375","8876"
"04/24/2018 14:09:18.371","8849"
"04/24/2018 14:09:23.371","8823"
"04/24/2018 14:09:28.384","8797"
"04/24/2018 14:09:33.380","8772"
"04/24/2018 14:09:38.376","8741"
"04/24/2018 14:09:43.372","8715"
"04/24/2018 14:09:48.383","8686"
"04/24/2018 14:09:53.380","8660"
"04/24/2018 14:09:58.376","8631"
"04/24/2018 14:10:03.383","8602"
"04/24/2018 14:10:08.385","8577"
"04/24/2018 14:10:13.381","8545"
"04/24/2018 14:10:18.382","8515"
"04/24/2018 14:10:23.379","8493"
"04/24/2018 14:10:28.375","8463"
"04/24/2018 14:10:33.378","8437"
"04/24/2018 14:10:38.375","8415"
"04/24/2018 14:10:43.375","8391"
"04/24/2018 14:10:48.378","8371"
"04/24/2018 14:10:53.375","8346"
"04/24/2018 14:10:58.382","8314"
"04/24/2018 14:11:03.379","8281"
"04/24/2018 14:11:08.377","8256"
"04/24/2018 14:11:13.374","8226"
"04/24/2018 14:11:18.370","8187"
"04/24/2018 14:11:23.386","8166"
"04/24/2018 14:11:28.383","8141"
"04/24/2018 14:11:33.370","8112"
"04/24/2018 14:11:38.383","8090"
"04/24/2018 14:11:43.386","8061"
"04/24/2018 14:11:48.376","8029"
"04/24/2018 14:11:53.372","8003"
"04/24/2018 14:11:58.385","7979"
"04/24/2018 14:12:03.382","7952"
"04/24/2018 14:12:08.384","7928"
"04/24/2018 14:12:13.381","7899"
"04/24/2018 14:12:18.384","6955"
"04/24/2018 14:12:23.370","6500"
"04/24/2018 14:12:28.384","6221"
"04/24/2018 14:12:34.542","9189"
"04/24/2018 14:12:38.376","6466"
"04/24/2018 14:12:43.408","4490"
"04/24/2018 14:12:48.381","3426"
"04/24/2018 14:12:53.378","1080"
"04/24/2018 14:12:58.433","870"
"04/24/2018 14:13:03.370","1197"
"04/24/2018 14:13:08.386","1208"
"04/24/2018 14:13:13.383","739"
"04/24/2018 14:13:18.378","1139"
"04/24/2018 14:13:23.396","824"
"04/24/2018 14:13:28.374","515"
"04/24/2018 14:13:33.374","1419"
"04/24/2018 14:13:38.437","1321"
"04/24/2018 14:13:43.376","797"
"04/24/2018 14:13:48.379","535"
"04/24/2018 14:13:53.379","1164"
"04/24/2018 14:13:58.378","741"
"04/24/2018 14:14:03.381","1538"
"04/24/2018 14:14:08.378","587"
"04/24/2018 14:14:13.377","586"
"04/24/2018 14:14:18.380","1518"
"04/24/2018 14:14:23.371","1277"
"04/24/2018 14:14:28.383","1322"
"04/24/2018 14:14:33.386","1458"
"04/24/2018 14:14:38.385","361"
"04/24/2018 14:14:43.383","1275"
"04/24/2018 14:14:48.371","1259"
"04/24/2018 14:14:53.377","1205"
"04/24/2018 14:14:58.373","1281"
"04/24/2018 14:15:03.377","1308"
"04/24/2018 14:15:08.383","851"
"04/24/2018 14:15:13.373","1060"
"04/24/2018 14:15:18.386","573"
"04/24/2018 14:15:23.385","1157"
"04/24/2018 14:15:28.383","965"
"04/24/2018 14:15:33.380","1154"
"04/24/2018 14:15:38.385","559"
"04/24/2018 14:15:43.380","1368"
"04/24/2018 14:15:48.381","4"
"04/24/2018 14:15:53.379","1332"
"04/24/2018 14:15:58.377","992"
"04/24/2018 14:16:03.371","990"
"04/24/2018 14:16:08.383","906"
"04/24/2018 14:16:13.381","939"
"04/24/2018 14:16:18.378","1013"
"04/24/2018 14:16:23.382","893"
"04/24/2018 14:16:28.379","942"
"04/24/2018 14:16:33.377","621"
"04/24/2018 14:16:38.377","343"
"04/24/2018 14:16:43.378","786"
"04/24/2018 14:16:48.376","743"
"04/24/2018 14:16:53.373","4"
"04/24/2018 14:16:58.371","1708"
"04/24/2018 14:17:03.386","1158"
"04/24/2018 14:17:08.376","1144"
"04/24/2018 14:17:13.379","696"
"04/24/2018 14:17:18.380","709"
"04/24/2018 14:17:23.380","387"
"04/24/2018 14:17:28.373","521"
"04/24/2018 14:17:33.378","923"
"04/24/2018 14:17:38.382","948"
"04/24/2018 14:17:43.385","1190"
"04/24/2018 14:17:48.372","758"
"04/24/2018 14:17:53.386","156"
"04/24/2018 14:17:58.383","1369"
"04/24/2018 14:18:03.371","1495"
"04/24/2018 14:18:08.376","803"
"04/24/2018 14:18:13.377","279"
"04/24/2018 14:18:18.375","1678"
"04/24/2018 14:18:23.373","1278"
"04/24/2018 14:18:28.388","963"
"04/24/2018 14:18:33.378","701"
"04/24/2018 14:18:38.377","968"
"04/24/2018 14:18:43.375","1059"
"04/24/2018 14:18:48.374","2057"
"04/24/2018 14:18:53.441","996"
"04/24/2018 14:18:58.387","1944"
"04/24/2018 14:19:03.371","1968"
"04/24/2018 14:19:08.386","1906"
"04/24/2018 14:19:13.372","819"
"04/24/2018 14:19:18.373","961"
"04/24/2018 14:19:23.372","932"
"04/24/2018 14:19:28.386","1432"
"04/24/2018 14:19:33.386","1113"
"04/24/2018 14:19:38.384","935"
"04/24/2018 14:19:43.376","839"
"04/24/2018 14:19:48.374","64"
"04/24/2018 14:19:53.373","974"
"04/24/2018 14:19:58.371","637"
"04/24/2018 14:20:03.371","1180"
"04/24/2018 14:20:08.371","1036"
"04/24/2018 14:20:13.386","915"
"04/24/2018 14:20:18.384","713"
"04/24/2018 14:20:23.383","1134"
"04/24/2018 14:20:28.382","815"
"04/24/2018 14:20:33.381","648"
"04/24/2018 14:20:38.380","1408"
"04/24/2018 14:20:43.378","397"
"04/24/2018 14:20:48.377","929"
"04/24/2018 14:20:53.375","273"
"04/24/2018 14:20:58.374","1681"
"04/24/2018 14:21:03.379","1413"
"04/24/2018 14:21:08.377","812"
"04/24/2018 14:21:13.376","823"
"04/24/2018 14:21:18.375","653"
"04/24/2018 14:21:23.374","1094"
"04/24/2018 14:21:28.372","906"
"04/24/2018 14:21:33.376","991"
"04/24/2018 14:21:38.378","981"
"04/24/2018 14:21:43.384","2389"
"04/24/2018 14:21:48.385","1551"
"04/24/2018 14:21:53.383","1742"
"04/24/2018 14:21:58.381","1147"
"04/24/2018 14:22:03.386","1358"
"04/24/2018 14:22:08.385","1540"
"04/24/2018 14:22:13.383","1064"
"04/24/2018 14:22:18.381","841"
"04/24/2018 14:22:23.379","1604"
"04/24/2018 14:22:28.384","1093"
"04/24/2018 14:22:33.383","687"
"04/24/2018 14:22:38.373","1478"
"04/24/2018 14:22:43.372","1003"
"04/24/2018 14:22:48.371","733"
"04/24/2018 14:22:53.378","1013"
"04/24/2018 14:22:58.384","1686"
"04/24/2018 14:23:03.382","1242"
"04/24/2018 14:23:08.380","874"
"04/24/2018 14:23:13.379","493"
"04/24/2018 14:23:18.382","1485"
"04/24/2018 14:23:23.383","931"
"04/24/2018 14:23:28.371","514"
"04/24/2018 14:23:33.372","934"
"04/24/2018 14:23:38.376","549"
"04/24/2018 14:23:43.376","1267"
"04/24/2018 14:23:48.380","507"
"04/24/2018 14:23:53.380","666"
"04/24/2018 14:23:58.373","657"
"04/24/2018 14:24:03.374","2621"
"04/24/2018 14:24:08.380","1860"
"04/24/2018 14:24:13.384","884"
"04/24/2018 14:24:18.384","809"
"04/24/2018 14:24:23.374","1178"
"04/24/2018 14:24:28.375","531"
"04/24/2018 14:24:33.378","1343"
"04/24/2018 14:24:38.380","1516"
"04/24/2018 14:24:43.381","709"
"04/24/2018 14:24:48.385","1608"
"04/24/2018 14:24:53.386","1825"
"04/24/2018 14:24:58.375","1261"
"04/24/2018 14:25:03.378","863"
"04/24/2018 14:25:08.380","485"
"04/24/2018 14:25:13.382","692"
"04/24/2018 14:25:18.386","1075"
"04/24/2018 14:25:23.371","1153"
"04/24/2018 14:25:28.376","1865"
"04/24/2018 14:25:33.379","1603"
"04/24/2018 14:25:38.384","708"
"04/24/2018 14:25:43.375","1216"
"04/24/2018 14:25:48.379","1133"
"04/24/2018 14:25:53.385","1082"
"04/24/2018 14:25:58.375","1675"
"04/24/2018 14:26:03.379","1174"
"04/24/2018 14:26:08.379","307"
"04/24/2018 14:26:13.385","2472"
"04/24/2018 14:26:18.384","2465"
"04/24/2018 14:26:23.383","2200"
"04/24/2018 14:26:28.382","1991"
"04/24/2018 14:26:33.380","1173"
"04/24/2018 14:26:38.380","1110"
"04/24/2018 14:26:43.379","680"
"04/24/2018 14:26:48.379","275"
"04/24/2018 14:26:53.379","2502"
"04/24/2018 14:26:58.379","1854"
"04/24/2018 14:27:03.379","1929"
"04/24/2018 14:27:08.386","1021"
"04/24/2018 14:27:13.376","519"
"04/24/2018 14:27:18.375","1033"
"04/24/2018 14:27:23.376","1088"
"04/24/2018 14:27:28.376","1183"
"04/24/2018 14:27:33.379","1400"
"04/24/2018 14:27:38.379","2099"
"04/24/2018 14:27:43.378","1822"
"04/24/2018 14:27:48.378","1576"
"04/24/2018 14:27:53.378","1360"
"04/24/2018 14:27:58.378","1708"
"04/24/2018 14:28:03.374","1233"
"04/24/2018 14:28:08.373","1310"
"04/24/2018 14:28:13.374","1225"
"04/24/2018 14:28:18.374","1007"
"04/24/2018 14:28:23.373","1316"
"04/24/2018 14:28:28.373","1051"
"04/24/2018 14:28:33.380","1081"
"04/24/2018 14:28:38.383","1210"
"04/24/2018 14:28:43.382","1095"
"04/24/2018 14:28:48.382","1233"
"04/24/2018 14:28:53.383","1263"
"04/24/2018 14:28:58.384","1306"
"04/24/2018 14:29:03.383","1157"
"04/24/2018 14:29:08.384","423"
"04/24/2018 14:29:13.374","3162"
"04/24/2018 14:29:18.375","2904"
"04/24/2018 14:29:23.375","2078"
"04/24/2018 14:29:28.375","1703"
"04/24/2018 14:29:33.375","1525"
"04/24/2018 14:29:38.374","1107"
"04/24/2018 14:29:43.375","991"
"04/24/2018 14:29:48.374","1236"
"04/24/2018 14:29:53.374","724"
"04/24/2018 14:29:58.382","646"
"04/24/2018 14:30:03.371","1152"
"04/24/2018 14:30:08.372","976"
"04/24/2018 14:30:13.373","737"
"04/24/2018 14:30:18.373","735"
"04/24/2018 14:30:23.374","1123"
"04/24/2018 14:30:28.382","1522"
"04/24/2018 14:30:33.381","1010"
"04/24/2018 14:30:38.371","1216"
"04/24/2018 14:30:43.377","1209"
"04/24/2018 14:30:48.377","916"
"04/24/2018 14:30:53.385","1075"
"04/24/2018 14:30:58.371","1503"
"04/24/2018 14:31:03.372","301"
"04/24/2018 14:31:08.372","1629"
"04/24/2018 14:31:13.373","2238"
"04/24/2018 14:31:18.375","2214"
"04/24/2018 14:31:23.383","1630"
"04/24/2018 14:31:28.385","1222"
"04/24/2018 14:31:33.370","1066"
"04/24/2018 14:31:38.371","436"
"04/24/2018 14:31:43.372","701"
"04/24/2018 14:31:48.373","2630"
"04/24/2018 14:31:53.382","2236"
"04/24/2018 14:31:58.382","1373"
"04/24/2018 14:32:03.383","1411"
"04/24/2018 14:32:08.376","1591"
"04/24/2018 14:32:13.382","1505"
"04/24/2018 14:32:18.384","1120"
"04/24/2018 14:32:23.376","1333"
"04/24/2018 14:32:28.376","2251"
"04/24/2018 14:32:33.386","2523"
"04/24/2018 14:32:38.386","2513"
"04/24/2018 14:32:43.379","2474"
"04/24/2018 14:32:48.382","2472"
"04/24/2018 14:32:53.377","2438"
"04/24/2018 14:32:58.384","2127"
"04/24/2018 14:33:03.374","2787"
"04/24/2018 14:33:08.370","2788"
"04/24/2018 14:33:13.385","2776"
"04/24/2018 14:33:18.373","2770"
"04/24/2018 14:33:23.380","2770"
"04/24/2018 14:33:28.371","2764"
"04/24/2018 14:33:33.381","2544"
"04/24/2018 14:33:38.383","2147"
"04/24/2018 14:33:43.382","2764"
"04/24/2018 14:33:48.383","2765"
"04/24/2018 14:33:53.385","2757"
"04/24/2018 14:33:58.384","2757"
"04/24/2018 14:34:03.379","2764"
"04/24/2018 14:34:08.376","2745"
"04/24/2018 14:34:13.379","2748"
"04/24/2018 14:34:18.375","2742"
"04/24/2018 14:34:23.379","2743"
"04/24/2018 14:34:28.380","2742"
"04/24/2018 14:34:33.382","2744"
"04/24/2018 14:34:38.371","2747"
"04/24/2018 14:34:43.385","2750"
"04/24/2018 14:34:48.378","2752"
"04/24/2018 14:34:53.380","2757"
"04/24/2018 14:34:58.380","2756"
"04/24/2018 14:35:03.377","2750"
"04/24/2018 14:35:08.385","2584"
"04/24/2018 14:35:13.382","2582"
"04/24/2018 14:35:18.380","2577"
"04/24/2018 14:35:23.376","2574"
"04/24/2018 14:35:28.380","2577"
"04/24/2018 14:35:33.383","2573"
"04/24/2018 14:35:38.384","2576"
"04/24/2018 14:35:43.372","2574"
"04/24/2018 14:35:48.379","2568"
"04/24/2018 14:35:53.377","2571"
"04/24/2018 14:35:58.374","2571"
"04/24/2018 14:36:03.377","2557"
"04/24/2018 14:36:08.386","2552"
"04/24/2018 14:36:13.373","2552"
"04/24/2018 14:36:18.373","2555"
"04/24/2018 14:36:23.375","2558"
"04/24/2018 14:36:28.375","2540"
"04/24/2018 14:36:33.384","2545"
"04/24/2018 14:36:38.386","2547"
"04/24/2018 14:36:43.379","2531"
"04/24/2018 14:36:48.384","2531"
"04/24/2018 14:36:53.381","2533"
"04/24/2018 14:36:58.376","2526"
"04/24/2018 14:37:03.372","2524"
"04/24/2018 14:37:08.379","2516"
"04/24/2018 14:37:13.375","2520"
"04/24/2018 14:37:18.381","2522"
"04/24/2018 14:37:23.383","2521"
"04/24/2018 14:37:28.383","2520"
"04/24/2018 14:37:33.382","2519"
"04/24/2018 14:37:38.375","2522"
"04/24/2018 14:37:43.378","2508"
"04/24/2018 14:37:48.376","2510"
"04/24/2018 14:37:53.384","2514"
"04/24/2018 14:37:58.380","2519"
"04/24/2018 14:38:03.373","2511"
"04/24/2018 14:38:08.374","2514"
"04/24/2018 14:38:13.385","2515"
"04/24/2018 14:38:18.377","2501"
"04/24/2018 14:38:23.379","2485"
"04/24/2018 14:38:28.372","2485"
"04/24/2018 14:38:33.381","2484"
"04/24/2018 14:38:38.376","2476"
"04/24/2018 14:38:43.383","2477"
"04/24/2018 14:38:48.379","2477"
"04/24/2018 14:38:53.380","2480"
"04/24/2018 14:38:58.383","2464"
"04/24/2018 14:39:03.376","2464"
"04/24/2018 14:39:08.381","2469"
"04/24/2018 14:39:13.381","2473"
"04/24/2018 14:39:18.370","2477"
"04/24/2018 14:39:23.371","2482"
"04/24/2018 14:39:28.372","2474"
"04/24/2018 14:39:33.377","2465"
"04/24/2018 14:39:38.375","2452"
"04/24/2018 14:39:43.372","2450"
"04/24/2018 14:39:48.379","2449"
"04/24/2018 14:39:53.374","2446"
"04/24/2018 14:39:58.379","2443"
"04/24/2018 14:40:03.380","2449"
"04/24/2018 14:40:08.373","2445"
"04/24/2018 14:40:13.373","2429"
"04/24/2018 14:40:18.380","2436"
"04/24/2018 14:40:23.374","2440"
"04/24/2018 14:40:28.377","2442"
"04/24/2018 14:40:33.374","2448"
"04/24/2018 14:40:38.387","2452"
"04/24/2018 14:40:43.382","2456"
"04/24/2018 14:40:48.386","2453"
"04/24/2018 14:40:53.370","2453"
"04/24/2018 14:40:58.380","2452"
"04/24/2018 14:41:03.377","2440"
"04/24/2018 14:41:08.379","2432"
"04/24/2018 14:41:13.381","2434"
"04/24/2018 14:41:18.373","2431"
"04/24/2018 14:41:23.379","2433"
"04/24/2018 14:41:28.384","2428"
"04/24/2018 14:41:33.383","2422"
"04/24/2018 14:41:38.376","2421"
"04/24/2018 14:41:43.383","2426"
"04/24/2018 14:41:48.372","2426"
"04/24/2018 14:41:53.384","2429"
"04/24/2018 14:41:58.378","2429"
"04/24/2018 14:42:03.382","2427"
"04/24/2018 14:42:08.371","2420"
"04/24/2018 14:42:13.385","2413"
"04/24/2018 14:42:18.371","2409"
"04/24/2018 14:42:23.383","2401"
"04/24/2018 14:42:28.373","2399"
"04/24/2018 14:42:33.371","2399"
"04/24/2018 14:42:38.384","2398"
"04/24/2018 14:42:43.371","2394"
"04/24/2018 14:42:48.384","2396"
"04/24/2018 14:42:53.371","2396"
"04/24/2018 14:42:58.377","2389"
"04/24/2018 14:43:03.373","2389"
"04/24/2018 14:43:08.380","2392"
"04/24/2018 14:43:13.385","2387"
"04/24/2018 14:43:18.379","2390"
"04/24/2018 14:43:23.374","2392"
"04/24/2018 14:43:28.383","2393"
"04/24/2018 14:43:33.374","2391"
"04/24/2018 14:43:38.372","2373"
"04/24/2018 14:43:43.383","2373"
"04/24/2018 14:43:48.372","2369"
"04/24/2018 14:43:53.382","2476"
"04/24/2018 14:43:58.382","2480"
"04/24/2018 14:44:03.376","2472"
"04/24/2018 14:44:08.376","2474"
"04/24/2018 14:44:13.382","2477"
"04/24/2018 14:44:18.373","2480"
"04/24/2018 14:44:23.374","2481"
"04/24/2018 14:44:28.381","2476"
"04/24/2018 14:44:33.376","2478"
"04/24/2018 14:44:38.382","2480"
"04/24/2018 14:44:43.375","2482"
"04/24/2018 14:44:48.378","2476"
"04/24/2018 14:44:53.380","2466"
"04/24/2018 14:44:58.379","2461"
"04/24/2018 14:45:03.371","2452"
"04/24/2018 14:45:08.383","2451"
"04/24/2018 14:45:13.385","2443"
"04/24/2018 14:45:18.380","2446"
"04/24/2018 14:45:23.381","2449"
"04/24/2018 14:45:28.379","2451"
"04/24/2018 14:45:33.371","2449"
"04/24/2018 14:45:38.372","2449"
"04/24/2018 14:45:43.386","2450"
"04/24/2018 14:45:48.376","2453"
"04/24/2018 14:45:53.384","2455"
"04/24/2018 14:45:58.375","2453"
"04/24/2018 14:46:03.377","2435"
"04/24/2018 14:46:08.371","2425"
"04/24/2018 14:46:13.380","2422"
"04/24/2018 14:46:18.382","2420"
"04/24/2018 14:46:23.383","2426"
"04/24/2018 14:46:28.383","2430"
"04/24/2018 14:46:33.379","2432"
"04/24/2018 14:46:38.385","2419"
"04/24/2018 14:46:43.385","2413"
"04/24/2018 14:46:48.373","2418"
"04/24/2018 14:46:53.386","2420"
"04/24/2018 14:46:58.379","2424"
"04/24/2018 14:47:03.377","2408"
"04/24/2018 14:47:08.380","2406"
"04/24/2018 14:47:13.372","2401"
"04/24/2018 14:47:18.383","2397"
"04/24/2018 14:47:23.378","2386"
"04/24/2018 14:47:28.380","2389"
"04/24/2018 14:47:33.382","2394"
"04/24/2018 14:47:38.378","2398"
"04/24/2018 14:47:43.381","2400"
"04/24/2018 14:47:48.382","2395"
"04/24/2018 14:47:53.384","2394"
"04/24/2018 14:47:58.382","2398"
"04/24/2018 14:48:03.382","2391"
"04/24/2018 14:48:08.382","2392"
"04/24/2018 14:48:13.378","2391"
"04/24/2018 14:48:18.384","2373"
"04/24/2018 14:48:23.374","2377"
"04/24/2018 14:48:28.384","2381"
"04/24/2018 14:48:33.383","2384"
"04/24/2018 14:48:38.376","2382"
"04/24/2018 14:48:43.380","2367"
"04/24/2018 14:48:48.384","2369"
"04/24/2018 14:48:53.375","2373"
"04/24/2018 14:48:58.382","2376"
"04/24/2018 14:49:03.374","2370"
"04/24/2018 14:49:08.374","2367"
"04/24/2018 14:49:13.371","2364"
"04/24/2018 14:49:18.382","2344"
"04/24/2018 14:49:23.376","2345"
"04/24/2018 14:49:28.371","2348"
"04/24/2018 14:49:33.384","2336"
"04/24/2018 14:49:38.384","2339"
"04/24/2018 14:49:43.375","2342"
"04/24/2018 14:49:48.386","2344"
"04/24/2018 14:49:53.379","2346"
"04/24/2018 14:49:58.381","2334"
"04/24/2018 14:50:03.379","2336"
"04/24/2018 14:50:08.385","2343"
"04/24/2018 14:50:13.385","2326"
"04/24/2018 14:50:18.384","2328"
"04/24/2018 14:50:23.372","2323"
"04/24/2018 14:50:28.371","2325"
"04/24/2018 14:50:33.376","2328"
"04/24/2018 14:50:38.377","2326"
"04/24/2018 14:50:43.372","2322"
"04/24/2018 14:50:48.382","2326"
"04/24/2018 14:50:53.384","2309"
"04/24/2018 14:50:58.384","2313"
"04/24/2018 14:51:03.371","2314"
"04/24/2018 14:51:08.372","2305"
"04/24/2018 14:51:13.385","2295"
"04/24/2018 14:51:18.380","2299"
"04/24/2018 14:51:23.380","2300"
"04/24/2018 14:51:28.382","2303"
"04/24/2018 14:51:33.374","2286"
"04/24/2018 14:51:38.383","2292"
"04/24/2018 14:51:43.375","2296"
"04/24/2018 14:51:48.386","2299"
"04/24/2018 14:51:53.377","2291"
"04/24/2018 14:51:58.379","2291"
"04/24/2018 14:52:03.380","2284"
"04/24/2018 14:52:08.375","2274"
"04/24/2018 14:52:13.373","2255"
"04/24/2018 14:52:18.374","2261"
"04/24/2018 14:52:23.380","2247"
"04/24/2018 14:52:28.374","2249"
"04/24/2018 14:52:33.376","2251"
"04/24/2018 14:52:38.377","2251"
"04/24/2018 14:52:43.379","2247"
"04/24/2018 14:52:48.372","2245"
"04/24/2018 14:52:53.371","2227"
"04/24/2018 14:52:58.380","2234"
"04/24/2018 14:53:03.372","2230"
"04/24/2018 14:53:08.376","2221"
"04/24/2018 14:53:13.371","2222"
"04/24/2018 14:53:18.382","2217"
"04/24/2018 14:53:23.374","2223"
"04/24/2018 14:53:28.378","2228"
"04/24/2018 14:53:33.378","2219"
"04/24/2018 14:53:38.373","2214"
"04/24/2018 14:53:43.377","2217"
"04/24/2018 14:53:48.379","2221"
"04/24/2018 14:53:53.371","2225"
"04/24/2018 14:53:58.371","2212"
"04/24/2018 14:54:03.379","2211"
"04/24/2018 14:54:08.380","2205"
"04/24/2018 14:54:13.375","2328"
"04/24/2018 14:54:18.371","2321"
"04/24/2018 14:54:23.375","2318"
"04/24/2018 14:54:28.371","2322"
"04/24/2018 14:54:33.374","2328"
"04/24/2018 14:54:38.383","2332"
"04/24/2018 14:54:43.370","2334"
"04/24/2018 14:54:48.374","2331"
"04/24/2018 14:54:53.376","2332"
"04/24/2018 14:54:58.380","2333"
"04/24/2018 14:55:03.372","2335"
"04/24/2018 14:55:08.384","2318"
"04/24/2018 14:55:13.380","2309"
"04/24/2018 14:55:18.379","2308"
"04/24/2018 14:55:23.371","2304"
"04/24/2018 14:55:28.372","2307"
"04/24/2018 14:55:33.372","2305"
"04/24/2018 14:55:38.381","2306"
"04/24/2018 14:55:43.379","2308"
"04/24/2018 14:55:48.378","2311"
"04/24/2018 14:55:53.376","2316"
"04/24/2018 14:55:58.377","2321"
"04/24/2018 14:56:03.386","2324"
