"(PDH-CSV 4.0) (GMT Standard Time)(0)","\\WILLS-DESKTOP\Memory\Available MBytes"
"03/08/2018 00:02:21.470","27154"
"03/08/2018 00:02:26.469","27153"
"03/08/2018 00:02:31.476","27326"
"03/08/2018 00:02:41.455","27319"
"03/08/2018 00:02:46.471","27316"
"03/08/2018 00:02:51.461","27312"
"03/08/2018 00:02:56.461","27304"
"03/08/2018 00:03:01.460","27305"
"03/08/2018 00:03:11.173","27302"
"03/08/2018 00:03:11.469","27302"
"03/08/2018 00:03:16.458","27300"
"03/08/2018 00:03:21.468","27298"
"03/08/2018 00:03:26.467","27426"
"03/08/2018 00:03:31.468","27921"
"03/08/2018 00:03:36.469","27941"
"03/08/2018 00:03:46.954","27266"
"03/08/2018 00:03:51.469","27270"
"03/08/2018 00:03:56.459","27540"
"03/08/2018 00:04:01.468","27693"
"03/08/2018 00:04:06.465","28194"
"03/08/2018 00:04:12.556","28150"
"03/08/2018 00:04:16.456","28025"
"03/08/2018 00:04:21.461","28224"
"03/08/2018 00:04:26.462","28224"
