"(PDH-CSV 4.0) (GMT Standard Time)(0)","\\WILLS-DESKTOP\Memory\Available MBytes"
"03/06/2018 16:07:54.279","28478"
"03/06/2018 16:08:05.113","27903"
"03/06/2018 16:08:09.273","27704"
"03/06/2018 16:08:14.277","28146"
"03/06/2018 16:08:19.280","28119"
"03/06/2018 16:08:24.284","28469"
"03/06/2018 16:08:29.278","28114"
"03/06/2018 16:08:34.283","28318"
"03/06/2018 16:08:39.270","28303"
"03/06/2018 16:08:44.271","28203"
"03/06/2018 16:08:49.276","28200"
"03/06/2018 16:08:54.281","28197"
"03/06/2018 16:08:59.269","28179"
"03/06/2018 16:09:04.270","28160"
"03/06/2018 16:09:09.363","28431"
"03/06/2018 16:09:14.274","28244"
"03/06/2018 16:09:19.278","28191"
"03/06/2018 16:09:24.269","28057"
"03/06/2018 16:09:29.284","28058"
"03/06/2018 16:09:34.286","28463"
"03/06/2018 16:09:39.277","28018"
"03/06/2018 16:09:44.282","27957"
"03/06/2018 16:09:49.274","28386"
"03/06/2018 16:09:54.278","28000"
"03/06/2018 16:09:59.277","27971"
"03/06/2018 16:10:04.282","28114"
"03/06/2018 16:10:09.271","28223"
"03/06/2018 16:10:14.283","28345"
"03/06/2018 16:10:19.283","28705"
"03/06/2018 16:10:24.275","28708"
"03/06/2018 16:10:29.282","28709"
